iata,airport,cityid_ppn,state_code,country_code
UES,Waukesha County,,WI,US
UET,Quetta Airport,800152352,,PK
UFA,Ufa Airport,800549984,,RU
UGB,Ugashik Bay Airport,800108590,AK,US
UGC,Urgench Airport,800169384,,UZ
UGN,Waukegan Regional,,IL,US
UHE,Kunovice,,,CZ
UIB,El Carano Airport,800036408,,CO
UIH,Quinhon Airport,800013667,,VN
UII,Utila Airport,800081489,,HN
UIN,Quincy Regional Airport / Baldwin Field,800047907,IL,US
UIO,Mariscal Sucre Intl Airport,800033776,,EC
UIP,Pluguffan Airport,800029141,,FR
UKA,Ukunda Airport,800019345,,KE
UKB,Kobe Airport,800096694,,JP
UKF,Wilkes County,,NC,US
UKI,Ukiah Municipal,,CA,US
UKK,Oskemen Airport,800175423,,KZ
UKS,Belbek Sevastopol Intl Airport,800564017,,UA
UKT,Quakertown,,PA,US
UKX,Ust-Kut Airport,800359503,,RU
ULB,Ulei Airport,800541115,,VU
ULC,Los Cerrillos Airport,800033869,,CL
ULD,Ulundi Airport,800511921,,ZA
ULG,Olgii Airport,,,MN
ULH,Majeed Bin Abdulaziz Airport,800014108,,SA
ULM,New Ulm Municipal,,MN,US
ULN,Ulan Bator (Buyant-Ukhaa) Airport,800019289,,MN
ULO,Ulaangom Airport,800396669,,MN
ULP,Quilpie Airport,,,AU
ULQ,Farfan,,,CO
ULS,Mulatos,,KS,US
ULV,Ulyanovsk Baratayevka Airport,800014160,,RU
ULY,Ulyanovsk Vostochny Airport,800345292,,RU
UMD,Uummannaq Heliport,800439278,,GL
UME,Umea Airport,800018464,,SE
UMP,Indianapolis Metropolitan,,IN,US
UNA,Una Airport,800544021,,BR
UND,Kunduz Airport,800184665,,AF
UNG,Kiunga Airport,800151526,,PG
UNI,Union Island Airport,800054202,,VC
UNK,Unalakleet Airport,800108632,AK,US
UNN,Ranong Airport,800013797,,TH
UNO,West Plains Municipal,,MO,US
UNU,Dodge County,,WI,US
UNV,University Park,,PA,US
UOS,Franklin County,,TN,US
UOX,University-Oxford Airport,800056451,MS,US
UPG,Hasanuddin Airport,800066218,,ID
UPN,Lic y Gen Ignacio Lopez Rayon National Airport,800002997,,MX
UPP,Upolu,,HI,US
UPV,Upavon,,,UK
URA,Oral Ak Zhol Airport,800053431,,KZ
URC,Urumqi Diwopu Intl Airport,800022530,,CN
URE,Kuressaare Airport,800015184,,EE
URG,Ruben Berta Intl Airport,800062349,,BR
URJ,Uray Airport,,,RU
URO,Rouen Airport,800029025,,FR
URS,Kursk Vostochny Airport,800014315,,RU
URT,Surat Thani Airport,800013776,,TH
URY,Gurayat Airport,800551567,,SA
USE,Fulton County,,OH,US
USH,Ushuaia Intl Airport,800033553,,AR
USK,Usinsk Airport,800091682,,RU
USM,Na Thon Airport,800056535,,TH
USN,Ulsan Airport,800035792,,KR
USQ,Usak Airport,800035428,,TR
UST,Northeast Florida Regional Airport,800047488,FL,US
USU,Francisco B Reyes Airport,800095069,,PH
UTA,Tunica Municipal,,MS,US
UTC,Soesterberg,,,NL
UTH,Udon Thani Airport,800013768,,TH
UTI,Utti,,,FI
UTM,Tunica Airport,800101645,MS,US
UTN,Upington Airport,800032700,,ZA
UTP,Utapao Rayong Intl Airport,800013944,,TH
UTS,Ust-Tsilma Airport,800515522,,RU
UTT,Mthatha Airport,800056670,,ZA
UTW,Queenstown,,,ZA
UUA,Bulgulma Airport,800193064,,RU
UUD,Baikal Intl Airport,800014161,,RU
UUS,Yuzhno-Sakhalinsk Airport,800014130,,RU
UUU,Newport State (Rhode Island),,RI,US
UUV,Sullivan Regional,,MO,US
UVA,Garner Field,,TX,US
UVE,Ouvea Airport,800541042,,NC
UVF,Hewanorra Intl Airport,800096586,,LC
UVL,New Valley Airport,,,EG
UWL,New Castle-Henry County Municipal,,IN,US
UYF,Madison County,,OH,US
UYN,Yulin Yuyang Airport,800556115,,CN
UZA,Rock Hill/York County (Bryant Field),,SC,US
UZC,Ponikve,,,RU
VAA,Vaasa Airport,800032307,,FI
VAC,Varrelbusch,,,DE
VAD,Moody AFB,,GA,US
VAF,Valence-Chabeuil Airport,800031468,,FR
VAG,Maj Brig Trompowsky Airport,800573834,,BR
VAI,Vanimo Airport,800156572,,PG
VAK,Chevak Airport,800108499,AK,US
VAL,Valenca Airport,800035875,,BR
VAN,Van Airport,800035424,,TR
VAO,Suavanao Airport,800153927,,SB
VAR,Varna Aksakovo Airport,800097755,,BG
VAS,Sivas Nuri Demirag Airport,800035454,,TR
VAV,Vava`U Airport,800061805,,TO
VAW,Vardo Svartnes Airport,800009300,,NO
VAY,South Jersey Regional,,NJ,US
VBG,Vandenberg AFB,,CA,US
VBS,Gabriele D`Annunzio Airport,800044871,,IT
VBT,Vigo Bus Station,800038593,,ES
VBV,Vanua Balavu Airport,800541078,,FJ
VBY,Visby Airport,800018421,,SE
VCA,Can Tho (Tra Noc) Intl Airport,800013703,,VN
VCB,Nut Tree,,CA,US
VCE,Marco Polo Airport,800042142,,IT
VCL,Chu Lai Intl Airport,800082850,,VN
VCP,Sao Paulo Viracopos Airport,800035925,,BR
VCS,Con Dao Airport,800013700,,VN
VCT,Victoria Regional Airport,800050733,TX,US
VCV,Southern California Logistics,,CA,US
VDA,Ovda Airport,800035394,,IL
VDB,Fagernes Airport Leirin,800041529,,NO
VDC,Vitoria Da Conquista Airport,800060763,,BR
VDE,El Hierro Airport,800038625,,ES
VDF,Vandenberg,,FL,US
VDH,Dong Hoi Airport,800013597,,VN
VDI,Vidalia Regional,,GA,US
VDM,Gobernador Edgardo Castello Airport,800076660,,AR
VDR,Villa Dolores,,,AR
VDS,Vadso Airport,800009299,,NO
VDZ,Valdez Airport,800046488,AK,US
VEE,Venetie Airport,800108634,AK,US
VEL,Vernal Regional Airport,800050806,UT,US
VER,Gen Heriberto Jara Intl Airport,800026654,,MX
VES,Darke County,,OH,US
VEY,Vestmannaeyjar Airport,800015023,,IS
VFA,Victoria Falls Airport,800092444,,ZW
VGA,Vijayawada Airport,800020751,,IN
VGO,Peinador Airport,800038593,,ES
VGT,North Las Vegas Airport,800049030,NV,US
VGZ,Villa Garzon Airport,800036404,,CO
VHC,Saurimo Airport,800522396,,AO
VHM,Vilhelmina Airport,800018425,,SE
VHN,Culberson County,,TX,US
VHY,Charmeil Airport,800027964,,FR
VIA,Videira,,,BR
VIC,Vicenza,,,IT
VIE,Vienna Schwechat Airport,800021037,,AT
VIG,Juan Pablo Perez Alfonso Airport,800424824,,VE
VIH,Rolla National,,MO,US
VII,Vinh City Airport,800056615,,VN
VIJ,Virgin Gorda Airport,800073206,,VG
VIL,Dakhla Airport,800093816,,MA
VIN,Havryshivka Vinnytsia Intl Airport,800033379,,UA
VIQ,Neillsville Municipal,,WI,US
VIR,Virginia Airport,800032868,,ZA
VIS,Visalia Municipal Airport,800047077,CA,US
VIT,Vitoria Airport,800038477,,ES
VIX,Vitoria Airport,800543957,,BR
VJI,Virginia Highlands,,VA,US
VKG,Rachgia Airport,800013666,,VN
VKO,Vnukovo Intl Airport,800014288,,RU
VKS,Vicksburg Municipal,,MS,US
VKT,Vorkuta Airport,800066189,,RU
VLA,Vandalia Municipal,,IL,US
VLC,Valencia (Manises) Airport,800038653,,ES
VLD,Valdosta Regional Airport,800047684,GA,US
VLG,Villa Gesell Airport,800033539,,AR
VLI,Bauerfield Airport,800096781,,VU
VLL,Vallodolid Airport,800040945,,ES
VLN,Valencia (Venezuela) Airport,800033741,,VE
VLS,Valesdir Airport,800148758,,VU
VLV,Antonio Nicolas Briceno Airport,800143493,,VE
VNC,Venice Municipal,,FL,US
VNE,Vannes-Meucon,,,FR
VNO,Vilnius Airport,800015212,,LT
VNS,Varanasi Airport,800549955,,IN
VNX,Vilankulo Airport,800547809,,MZ
VNY,Van Nuys,,CA,US
VOG,Volgograd Airport,800014147,,RU
VOK,Volk Field,,WI,US
VOL,Nea Anchialos National Airport,800201124,,GR
VOZ,Chertovitskoye Airport,800511829,,RU
VPC,Cartersville,,GA,US
VPE,Ondjiva Pereira Airport,800491761,,AO
VPN,Vopnafjordur Airport,800015019,,IS
VPS,Destin-Fort Walton Beach Airport,800047352,FL,US
VPY,Chimoio Airport,,,MZ
VPZ,Porter County Municipal,,IN,US
VQQ,Cecil Field,,FL,US
VQS,Antonio Rivera Rodriguez Airport,800051282,PR,US
VRA,Juan Gualberto Gomez Airport,,,CU
VRB,Vero Beach Regional Airport,800047528,FL,US
VRC,Vrsac Intl Airport,800045264,,RS
VRE,Vredendal,,,ZA
VRK,Varkaus Airport,800032494,,FI
VRL,Vila Real Airport,800019465,,PT
VRN,Villafranca Airport,800042127,,IT
VSA,Carlos Rovirosa Perez Intl Airport,800026653,,MX
VSE,Goncalves Lobato Airport,800019453,,PT
VSF,Hartness State (Springfield),,VT,US
VSG,Lugansk Airport,800063830,,UA
VST,Hasslo Airport,800018440,,SE
VTA,Newark-Heath,,OH,US
VTB,Vitebsk,,,BY
VTE,Wattay Airport,800006375,,LA
VTN,Miller Field,,NE,US
VTU,Hermanos Ameijeiras Airport,800169297,,CU
VTZ,Vishakhapatnam Airport,800013418,,IN
VUJ,Stanly County,,NC,US
VUO,Pearson Field,,WA,US
VUP,Alfonso Lopez Pumarejo Airport,800036379,,CO
VVC,La Vanguardia Airport,800036428,,CO
VVI,Viru Viru Intl Airport,800035838,,BO
VVK,Vastervik,,,SE
VVO,Vladivostok Airport,800014148,,RU
VVS,Connellsville,,PA,US
VVZ,Takhamalt Airport,800540978,,DZ
VXC,Lichinga Airport,800541039,,MZ
VXE,Cesaria Evora Airport,800431612,,CV
VXO,Vaxjo Airport,800018436,,SE
VYS,Illinois Valley Regional (Walter A. Duncan Field),,IL,US
WAA,Wales Airport,800108637,AK,US
WAE,Wadi Ad Dawasir Airport,800540951,,SA
WAG,Wanganui Airport,800027418,,NZ
WAL,Wallops Flight Facility,,VA,US
WAT,Waterford Airport,800027537,,IE
WAW,Chopin Airport,800037688,,PL
WAY,Greene County,,PA,US
WAZ,Warwick,,,AU
WBB,Stebbins Airport,800108621,AK,US
WBM,Wapenamanda Airport,800151256,,PG
WBQ,Beaver Airport,800108491,AK,US
WBW,Wilkes-Barre Wyoming Valley,,PA,US
WDG,Enid Woodring Regional Airport,800049926,OK,US
WDH,Hosea Kutako Intl Airport,800017518,,NA
WDI,Wondai,,,AU
WDR,Winder-Barrow,,GA,US
WEA,Parker County,,TX,US
WEF,Weifang Airport,800022527,,CN
WEH,Weihai Dashuibo Airport,800022526,,CN
WEI,Weipa Airport,800058237,,AU
WEL,Welkom,,,ZA
WGA,Wagga Wagga Airport,800026938,,AU
WGP,Mau Hau (Waingapu) Airport,800078508,,ID
WGT,Wangaratta,,VI,AU
WHK,Whakatane Airport,800046214,,NZ
WHP,Whiteman,,CA,US
WIC,Wick Airport,800544059,,UK
WIE,Wiesbaden AAF,,,DE
WIL,Wilson Airport,800019348,,KE
WIN,Winton Airport,800062028,,AU
WJF,General William J. Fox Airfield,,CA,US
WJR,Wajir Airport,800531994,,KE
WJU,Wonju Airport,800090303,,KR
WKA,Wanaka Airport,800027457,,NZ
WKF,Waterkloof (FAWK),,,ZA
WKJ,Wakkanai Airport,800041617,,JP
WKK,Aleknagik Airport,800108480,AK,US
WLD,Strother Field,,KS,US
WLG,Wellington Intl Airport,800027416,,NZ
WLH,Walaha Airport,800148685,,VU
WLK,Selawik Airport,800108612,AK,US
WLS,Hihifo Airport,800159777,,WF
WLW,Glenn County,,CA,US
WMC,Winnemucca Municipal,,NV,US
WME,Mount Keith Airport,,,AU
WMK,Meyers Chuck Seaplane Base,800108570,AK,US
WMN,Maroantsetra Airport,800524271,,MG
WMO,White Mountain Airport,800108638,AK,US
WMR,Mananara Avaratra Airport,800524204,,MG
WMX,Wamena Airport,800092927,,ID
WNA,Napakiak Airport,800133564,AK,US
WNH,Wenshan Puzhehei Airport,800341805,,CN
WNN,Wunnumin Lake Airport,800128707,ON,CA
WNP,Naga Airport,800019063,,PH
WNR,Windorah Airport,,,AU
WNZ,Wenzhou Longwan Intl Airport,800022523,,CN
WOE,Woensdrecht,,,NL
WOL,Wollongong,,,AU
WPA,Cabo Juan Roman,,,CL
WPR,Porvenir,,,CL
WRB,Robins AFB,,GA,US
WRE,Whangarei Airport,800052664,,NZ
WRG,Wrangell Airport,800108640,AK,US
WRI,McGuire Air Force Base,,NJ,US
WRL,Worland Municipal Airport,800002546,WY,US
WRO,Strachowice Airport,800037655,,PL
WRY,Westray Airport,800076983,,UK
WSN,South Naknek Airport,800108619,AK,US
WST,Westerly State Airport,800056485,RI,US
WSX,Westsound Seaplane Base,800002389,WA,US
WSY,Whitsunday Airport,800051306,QL,AU
WSZ,Westport Airport,800046152,,NZ
WTK,Noatak Airport,800108582,AK,US
WTL,Tuntutuliak Airport,800132629,AK,US
WTN,Royal Air Force Station - Waddington,,,UK
WTZ,Whitianga Aerodrome,800027412,,NZ
WUA,Wuhai Airport,800073255,,CN
WUH,Wuhan Tianhe Intl Airport,800022521,,CN
WUN,Wiluna Airport,,,AU
WUS,Wuyishan Airport,800549976,,CN
WUX,Sunan Shuofang Intl Airport,800022518,,CN
WUZ,Wuzhou Changzhoudao Airport,800094276,,CN
WVB,Walvis Bay Airport,800032691,,NA
WVI,Watsonville Municipal,,CA,US
WVL,Waterville Robert LaFleur,,ME,US
WVN,Wilhelmshaven,,,DE
WWD,Cape May,,NJ,US
WWK,Boram Airport,800310153,,PG
WWP,North Whale Seaplane Base,800139592,AK,US
WWR,West Woodward,,OK,US
WWT,Newtok Airport,800132636,AK,US
WXN,Wanzhou Wuqiao Airport,800084409,,CN
WYA,Whyalla Airport,800026919,,AU
WYE,Yengema Airport,,,SL
WYS,Yellowstone Airport,800048983,MT,US
WYY,Wynyard,,,AU
XAB,Abbeville - Buigny-Saint-Maclou,,,FR
XAC,La Teste-de-Buch,,,FR
XAP,Chapeco Airport,800036242,,BR
XAU,Saul Airport,,,GF
XBE,Bearskin Lake Airport,800128181,ON,CA
XBJ,Birjand Airport,800152230,,IR
XBP,Bridgeport Municipal,,TX,US
XBQ,Le Breuil,,,FR
XCH,Christmas Island Airport,800202143,,CX
XCR,Chalons Vatry Airport,800429628,,FR
XCW,Semoutiers,,,FR
XCZ,Charleville-Mezieres,,,FR
XDB,Lille Europe Railway Station,800030070,,FR
XFN,Xiangyang Liuji Airport,800004417,,CN
XFW,Finkenwerder Airport,800025275,,DE
XGR,Kangiqsualujjuaq (Georges River) Airport,800125980,QC,CA
XIC,Xichang Qingshan Airport,800022508,,CN
XIL,Xilinhot Airport,800098564,,CN
XIY,Xi`an Xianyang Intl Airport,800064863,,CN
XKH,Xieng Khouang Airport,800541099,,LA
XKS,Kasabonika Airport,,ON,CA
XLB,Lac Brochet Airport,,MB,CA
XLS,Saint Louis,,,SN
XLW,Lemwerder,,,DE
XMC,Mallacoota,,,AU
XME,Elesmes,,,FR
XMF,Courcelles,,,FR
XMH,Manihi Airport,800092813,,PF
XMJ,Mont-De-Marsan Ab,,,FR
XMN,Xiamen Gaoqi Intl Airport,800022516,,CN
XMR,Cape Canaveral AFS Skid Strip,,FL,US
XMS,Edmundo Carvajal Airport,800524406,,EC
XNA,NW Arkansas Regional Airport,800046576,AR,US
XNN,Xining Caojiabao Airport,800100520,,CN
XNO,North Af Aux,,SC,US
XOG,Orange-Caritat Air Base,,,FR
XPG,Gare du Nord Railway Station,800029376,,FR
XQP,Quepos Managua Airport,800033317,,CR
XQU,Qualicum Beach Airport,800036678,BC,CA
XRY,Jerez (La Parra) Airport,800039979,,ES
XSC,South Caicos Airport,800061395,,TC
XSI,South Indian Lake Airport,,MB,CA
XSP,Seletar,,,SG
XSU,Saumur-Saint-Florent,,,FR
XTG,Thargomindah Airport,,,AU
XTL,Tadoule Lake Airport,,MB,CA
XUZ,Xuzhou Guanyin Airport,800022495,,CN
XVG,Longville Municipal,,MN,US
XVO,Frotey,,,FR
XVS,Valenciennes-Denain,,,FR
XWG,Gare de Strasbourg Railway Station,800028262,,FR
XWM,Riyadh Ab,,,SA
XXX,Hassfurt Schweinfurt,,,DE
XYD,Lyon Part-Dieu Railway Station,800029964,,FR
XYT,Montaudran,,,FR
YAA,Anahim Lake Airport,800054382,BC,CA
YAB,Arctic Bay Airport,800126102,NU,CA
YAC,Cat Lake Airport,,ON,CA
YAG,Fort Frances Municipal Airport,800087713,ON,CA
YAI,Chillan Airport,800075487,,CL
YAK,Yakutat Airport,800108641,AK,US
YAM,Sault Ste. Marie Airport,800036589,ON,CA
YAO,Nsimalen,,,CM
YAP,Yap Intl Airport,800092809,,FM
YAT,Attawapiskat Airport,800128169,ON,CA
YAU,Liverpool/South Shore Regional,,NS,CA
YAV,Mayne Island Water Aerodrome,800036585,MB,CA
YAW,Halifax/Shearwater,,NS,CA
YAX,Angling Lake Airport,,ON,CA
YAY,St Anthony Airport,800067863,NL,CA
YAZ,Long Beach Airport,800036524,BC,CA
YBB,Kugaaruk Airport (formerly Pelly Bay Airport),800126143,NU,CA
YBC,Baie-Comeau Airport,800037056,QC,CA
YBD,New Westminster,,CA,CA
YBE,Uranium City Airport,,SK,CA
YBF,Bonnyville,,BC,CA
YBG,Bagotville Airport,800069666,QC,CA
YBI,Black Tickle Airport,,,CA
YBK,Baker Lake Airport,800126105,NU,CA
YBL,Campbell River Airport,800037002,BC,CA
YBP,Yibin Caiba Airport,800093809,,CN
YBR,Brandon Municipal Airport,800037023,MB,CA
YBT,Brochet Airport,,MB,CA
YBV,Berens River Airport,,MB,CA
YBW,Bedwell Harbour Water Aerodrome,800054319,BC,CA
YBX,Lourdes-de-Blanc-Sablon Airport,800075626,QC,CA
YCB,Cambridge Bay Airport,800126109,NU,CA
YCC,Cornwall Regional Airport,800053611,ON,CA
YCD,Nanaimo Airport,800100664,BC,CA
YCG,West Kootenay Regional Airport,800100675,BC,CA
YCH,Miramichi,,NB,CA
YCK,Tommy Cochon Aerodrome,800126113,NT,CA
YCL,Charlo Airport,800036993,QC,CA
YCN,Cochrane,,ON,CA
YCO,Kugluktuk Coppermine Airport,,NU,CA
YCP,Co-op Point,,BC,CA
YCR,Charlie Sinclair Memorial Airport,,MB,CA
YCS,Chesterfield Inlet Airport,800126111,NU,CA
YCU,Yuncheng Guangong Airport,800099750,,CN
YCW,Chilliwack,,BC,CA
YCY,Clyde River Airport,800126112,NU,CA
YCZ,Coral Harbour Airport,800126114,NU,CA
YDA,Dawson City Airport,800099586,,CA
YDF,Deer Lake Regional Airport,800130183,NL,CA
YDI,Davis Inlet Airport,800130051,NL,CA
YDL,Dease Lake Airport,800095793,BC,CA
YDN,Lt Col W G Barker VC Airport,800098267,MB,CA
YDO,Dolbeau-St-Felicien,,QC,CA
YDP,Nain Airport,800130140,NL,CA
YDQ,Dawson Creek Airport,800056515,BC,CA
YDS,Desolation Sound Airport,800053568,BC,CA
YEE,Midland/Huronia,,ON,CA
YEG,Edmonton Intl Airport,800036928,AB,CA
YEI,Yenisehir Airport,800035579,,TR
YEK,Arviat Airport,800126103,NU,CA
YEN,Estevan,,SK,CA
YEO,Yeovilton,,,UK
YER,Fort Severn Airport,,ON,CA
YES,Yasuj Airport,800152189,,IR
YET,Edson,,AB,CA
YEV,Inuvik (Mike Zubko) Airport,800126129,NT,CA
YFA,Fort Albany Airport,800036964,ON,CA
YFB,Frobisher Bay Airport,800073186,NU,CA
YFC,Fredericton Intl Airport,800036903,NB,CA
YFD,Brantford,,ON,CA
YFH,Fort Hope Airport,,ON,CA
YFO,Flin Flon Airport,800125963,MB,CA
YFS,Fort Simpson Airport,800126121,NT,CA
YFX,Fox Harbour Airport,800542617,NF,CA
YGB,Texada Airport,800080464,BC,CA
YGD,Goderich,,ON,CA
YGE,Gorges Harbour Marina,800036891,BC,CA
YGG,Ganges Water Aerodrome,800036898,BC,CA
YGH,Fort Good Hope Airport,800126118,NT,CA
YGJ,Miho Yonago Airport,800041603,,JP
YGK,Kingston/Norman Rogers Airport,800036837,ON,CA
YGL,La Grande Riviere Airport,800132672,QC,CA
YGM,Gimli Industrial Park,,MB,CA
YGN,Greenway Sound Airport,800037072,BC,CA
YGO,Gods Lake Narrows Airport,800127966,MB,CA
YGP,Michel Pouliot Gaspe Airport,800036897,QC,CA
YGQ,Greenstone Regional Airport,800087689,ON,CA
YGR,Iles-de-la-Madeleine Airport,800059344,QC,CA
YGT,Igloolik Airport,800126128,NU,CA
YGV,Havre St-Pierre Airport,,QC,CA
YGW,Kuujjuarapik Airport,800128917,QC,CA
YGX,Gillam Airport,800127988,MB,CA
YGZ,Grise Fiord Airport,800126124,NU,CA
YHA,Port Hope Simpson Airport,800130172,NL,CA
YHD,Dryden Regional Airport,800036932,ON,CA
YHE,Hope,,BC,CA
YHH,Campbell River Harbor Airport,800036677,BC,CA
YHI,Ulukhaktok/Holman Airport,800126127,NT,CA
YHK,Gjoa Haven Airport,800126123,NU,CA
YHM,John Munro Hamilton Intl Airport,800036869,ON,CA
YHN,Hornepayne Municipal Airport,,,CA
YHO,Hopedale Airport,800130092,NL,CA
YHP,Poplar Hill Airport,800128549,ON,CA
YHR,Chevery Airport,800128821,QC,CA
YHU,Saint-Hubert Airport,800036776,QC,CA
YHY,Hay River Airport,800055355,NT,CA
YHZ,Robert Stanfield Intl Airport,800036870,NS,CA
YID,Digby,,,CA
YIF,Saint-Augustin Airport,800130296,QC,CA
YIH,Yichang Sanxia Airport,800022486,,CN
YIK,Ivujivik Airport,800128904,QC,CA
YIN,Yining Airport,800542920,,CN
YIO,Pond Inlet Airport,800126144,NU,CA
YIP,Willow Run Airport,800048690,MI,US
YIV,Island Lake Airport,,MB,CA
YIW,Yiwu Airport,800096876,,CN
YJN,St-Jean,,QC,CA
YJT,Stephenville Intl Airport,800036557,NL,CA
YKA,Kamloops Airport,800036848,BC,CA
YKF,Kitchener/Waterloo Airport,800036835,ON,CA
YKG,Kangirsuk Airport,800125981,QC,CA
YKL,Schefferville Airport,800126065,QC,CA
YKM,Yakima Air Terminal (McAllister Field),800051079,WA,US
YKN,Chan Gurney Municipal,,SD,US
YKQ,Waskaganish Airport,800129655,QC,CA
YKS,Yakutsk Airport,800014139,,RU
YKU,Chisasibi Airport,800128803,QC,CA
YKZ,Buttonville Municipal Airport,800036523,ON,CA
YLB,Lac Biche,,AB,CA
YLC,Kimmirut Airport,800544028,NU,CA
YLE,Whati Airport,,NT,CA
YLH,Lansdowne House Airport,800128415,ON,CA
YLI,Ylivieska,,,FI
YLL,Lloydminster Airport,800002693,SK,CA
YLW,Kelowna Intl Airport,800036844,BC,CA
YME,Matane,,QC,CA
YMH,Mary`s Harbour Airport,800130124,NL,CA
YMJ,Moose Jaw/Air Vice Marshal C. M. Mcewen,,SK,CA
YML,Charlevoix,,QC,CA
YMM,Fort McMurray Airport,800036907,AB,CA
YMN,Makkovik Airport,800130123,NL,CA
YMO,Moosonee Airport,800128476,ON,CA
YMP,Port McNeill Airport,800036689,BC,CA
YMS,Yurimaguas Airport,800520060,,PE
YMT,Chibougamau/Chapais Airport,800101420,QC,CA
YMW,Maniwaki,,QC,CA
YMX,Mirabel Intl Airport,800036776,QC,CA
YNA,Natashquan Airport,800129119,QC,CA
YNB,Yanbo Airport,800013605,,SA
YNC,Wemindji Airport,800129659,QC,CA
YND,Gatineau Ottawa Executive Airport,800059240,QC,CA
YNE,Norway House Airport,,MB,CA
YNG,Warren Regional Airport,800049907,OH,US
YNJ,Yanji Chaoyangchuan Airport,800549977,,CN
YNL,Points North Landing Airport,,SK,CA
YNO,North Spirit Lake Airport,800128512,ON,CA
YNS,Nemiscau Airport,800129120,QC,CA
YNT,Yantai Laishan Intl Airport,800022488,,CN
YNY,Yangyang Airport,800035788,,KR
YNZ,Yancheng Nanyang Airport,800549982,,CN
YOC,Old Crow Airport,800126179,YT,CA
YOD,Cold Lake,,AB,CA
YOG,Ogoki Post Airport,,ON,CA
YOH,Oxford House Airport,,MB,CA
YOJ,High Level,800036863,AB,CA
YOL,Yola Airport,,,NG
YOO,Oshawa Airport,800036730,ON,CA
YOP,Rainbow Lake Airport,800126926,AB,CA
YOS,Owen Sound/Billy Bishop Regional,,ON,CA
YOW,Macdonald-Cartier Intl Airport,800036728,ON,CA
YPA,Prince Albert Airport (Glass Field),800036682,SK,CA
YPC,Nora Aliqatchialuk Ruben Airport,800126142,NT,CA
YPD,Parry Sound,,ON,CA
YPE,Peace River,,AB,CA
YPG,Southport Airport,,MB,CA
YPH,Inukjuak Airport,800128899,QC,CA
YPJ,Aupaluk Airport,800126094,QC,CA
YPK,Pitt Meadows,,BC,CA
YPL,Pickle Lake,800128545,ON,CA
YPM,Pikangikum Airport,800080645,ON,CA
YPN,Port Menier Airport,800036904,QC,CA
YPO,Peawanuck Airport,800128536,ON,CA
YPQ,Peterborough,,ON,CA
YPR,Prince Rupert Airport,800036680,BC,CA
YPS,Port Hawkesbury,,BC,CA
YPT,Pender Harbour Water Aerodrome,800002608,BC,CA
YPW,Powell River Airport,800036684,BC,CA
YPX,Puvirnituq Airport,800129184,QC,CA
YPY,Fort Chipewyan Airport,,AB,CA
YQA,Muskoka,,ON,CA
YQB,Jean Lesage Intl Airport,800002867,QC,CA
YQC,Quaqtaq Airport,800129185,QC,CA
YQD,The Pas Airport,800085548,MB,CA
YQF,Red Deer Regional Airport,800002682,AB,CA
YQG,Windsor Airport,800036477,ON,CA
YQI,Yarmouth Airport,800036470,NS,CA
YQK,Kenora Airport,800036842,ON,CA
YQL,Lethbridge County Airport,800036816,AB,CA
YQM,Greater Moncton Intl Airport,800036774,NB,CA
YQQ,Comox Airport,800036959,BC,CA
YQR,Regina Intl Airport,800036669,SK,CA
YQS,Pembroke Area Municipal -St. Thomas,,ON,CA
YQT,Thunder Bay Intl Airport,800036528,ON,CA
YQU,Grande Prairie Airport,800036887,AB,CA
YQV,Yorkton Municipal,,SK,CA
YQW,North Battleford,,SK,CA
YQX,Gander Intl Airport,800036899,NL,CA
YQY,J A Douglas McCurdy Airport,800036542,NS,CA
YQZ,Quesnel Airport,800036675,BC,CA
YRA,Rae Lakes Airports,,NT,CA
YRB,Resolute Bay Airport,800126150,NU,CA
YRC,Refuge Cove Marina,800065835,QC,CA
YRF,Cartwright Airport,,,CA
YRG,Rigolet Airport,800130186,NL,CA
YRI,Riviere-du-Loup Airport,800036740,QC,CA
YRJ,Roberval Airport,800036655,QC,CA
YRL,Red Lake Airport,800128339,ON,CA
YRM,Rocky Mountain House,,AB,CA
YRO,Ottawa/Rockcliffe,,QC,CA
YRP,Ottawa/Carp,,ON,CA
YRQ,Trois-Rivieres,,QC,CA
YRR,Big Bay Water Aerodrome,800132669,BC,CA
YRS,Red Sucker Lake Airport,,MB,CA
YRT,Rankin Inlet Airport,800126147,NU,CA
YRV,Revelstoke,,BC,CA
YSB,Greater Sudbury Airport,800036549,ON,CA
YSC,Sherbrooke,,QC,CA
YSE,Squamish,,BC,CA
YSF,Stony Rapids Airport,800127213,SK,CA
YSG,Lutselk`e Airport,800126137,NT,CA
YSH,Smiths Falls-Montague,,ON,CA
YSJ,Saint John Airport,800036609,NB,CA
YSK,Sanikiluaq Airport,800126153,NU,CA
YSL,St. Leonard,,NB,CA
YSM,Fort Smith,800126122,NT,CA
YSO,Postville Airport,800130177,NL,CA
YSR,Nanisivik Airport,800126139,NU,CA
YST,St Theresa Point Airport,,MB,CA
YSU,Summerside,,PE,CA
YSY,David Nasogaluak Jr Saaryuaq Airport,800126151,NT,CA
YTA,Pembroke,,ON,CA
YTE,Cape Dorset Airport,800126110,NU,CA
YTF,Alma Airport,800002927,QC,CA
YTG,Sullivan Bay Airport,800037072,BC,CA
YTH,Thompson Municipal Airport,800070595,MB,CA
YTL,Big Trout Lake Airport,800125929,ON,CA
